,Id,Application,Parent Product,Setup Name,Task Category,Value Added Product,Task Type,Task ID,Task Key,Task Name,Task Desc,Effort Days,Vary By Client Size?,Prerequisites,Task Instructions,Additional Information,Task Owners,Distribution list,Ticket Type,Sample Ticket Number,Input to tickets,Helpful Links
84,85,BPS,MSD,MSD Setup,Environment Setup,N,Core Setup,BPS84,BPS-MSD-9,Private Security Range Setup,Setup the Private Range security numbers in MSD table PRN2,1,Yes,Client should be setup in the CCT table ,"Drop an Email to MSD team to get the Private Range Security numbers assigned to the client. Need to provide the list of instruments(Equity /Options/Fixed Income) for which it has to be setup.
Conversions to mention, client to share any existing client's private range setup or not
For clients with other existing BPS client numbers that need access to same private ranges the client should be added to PRN2 table as an ALT client to the existing private range. Each range allows 7 ALT client numbers
Private range setup will done by MSD product/Ops",,MSD Product/Dev team,MSD-Product <MSD-Product@broadridge.com>,Email,,,https://broadridge.sharepoint.com/:f:/r/sites/GTO-PMO/OnboardingAI/Onboarding Setup Assist/BPS Environment Setup?csf=1&web=1&e=FnMn5d
85,86,BPS,Firm Trading,Firm Trading Setup,Admin,N,Project Management,,BPS-FTR-01,Initial Client Meetings & Requirement documentation.,Introduction meeting with Client about the product requirements. Prepare and review the Current state vs Future state analysis document.,5,Yes,Option 8 is the only viable option available please ignore other mentioned options when reviewing B1's.,This is a kick-off meeting with client team. In this meeting conversion team will get overview of client current system and give overview of BR system . \nAgenda Items:\n1. Tasks to be discussed in FT Discovery sessions.\n2. Income/Expense/Asset/Liability G/L Structure\n3. P&L Reporting (Realized/Unrealized\n4. Retained Earnings Requirements.\n5. Chart of Accounts/Name and Address - what client will require,This is a kick-off meeting with client team . In this meeting conversion team will get overview of client current system and give overview of BR system . \nIn these meetings both teams will get agreement on the scope of this conversion and we will get high-level understanding of conversion methodology.   ,Conversion Team,"Client Finullce Lead, Conversion PMO's",,,,https://broadridge.sharepoint.com/:x:/r/sites/GTO-PMO/OnboardingAI/_layouts/15/Doc.aspx?sourcedoc=%7BA6E165F7-B076-4B44-A9CC-B19AC66197A6%7D&file=Trading%20Option%208%20B1%20Profile%20v%201.xlsx&action=default&mobileredirect=true&wdsle=0
86,87,BPS,Firm Trading,Firm Trading Setup,Product Setup,N,Project Management,,BPS-FTR-02,Determine environmental set up,Review Firm Trading Questions.,5,No,,Conversation team will conduct meeting and review the requirements to establish the environment. ,"1. Trading Desk Structure - Profit Center Set Up/Entities/Affiliates\n2. How Many Inventory Trading Accounts in present state\n     a. Prop Accounts, PAIB, Error, Average Price, etc\n3. Strategies/Products Traded \n4. Multi Currency\n5. Gross ups/commission treatments\n6. GPS Fee treatments (SEC, ORF\n7. G/L Posting in Present State \n\nNote: SME should refer to the Master Service Agreement and/or SOW to confirm which services have been agreed to. ",Conversion Team,"Client Finullce Lead, Conversion PMO's",Email,,,https://broadridge.sharepoint.com/:x:/r/sites/GTO-PMO/OnboardingAI/_layouts/15/Doc.aspx?sourcedoc=%7BA6E165F7-B076-4B44-A9CC-B19AC66197A6%7D&file=Trading%20Option%208%20B1%20Profile%20v%201.xlsx&action=default&mobileredirect=true&wdsle=0
87,88,BPS,Firm Trading,Firm Trading Setup,Product Setup,N,Environmental Analysis,BPS89,BPS-FTR-03,Create the Workflow Analysis overview document based on the client current functionalities and tools used,This analysis will aid in identifying system synergies as well potential GAPS.,15,No,Firm Trading intial Questionaire,Complete the Workflow Analysis Worksheet,Client and conversion team will review the day to day tasks . Client will need to provide functional task description in order to assist in developing Current State Analysis and identification of potential GAPS.,Conversion Team and Client,"Client Finullce Lead, Conversion PMO's",Email,,,
88,89,BPS,Firm Trading,Firm Trading Setup,Product Setup,N,Environmental Analysis,,BPS-FTR-04,"Define operational workarounds, processing deviations, gaps and enhancement requests as required, based on the workflow analysis",This analysis will aid in identifying system synergies as well potential GAPS.,10,No,Completion of Present State analysis,Prepare document and socialize internally with Conversion team.,"Conversion team will work with Product to review GAPS and determine if development/enhancements may be required, or other strategic solutions are available.",Conversion Team and Product Development,"Conversion Tean, Product Development",METIS,,,
89,90,BPS,Firm Trading,Firm Trading Setup,Product Setup,N,Configuration setup,,BPS-FTR-05,Jointly with Name and Address SME establish roster of accounts to be converted to BPS platform.,Create cross-reference AUX file of inventory accounts in scope.,5,No,,The account roster created will be reviewed with the client to determine the G/L account posting accounts associated with the new accounts. \n,Client will need to determine their G/L account structure and required mappings to the inventory accounts.,Conversion Team ,"Client Finullce Lead, Conversion PMO's",Email,,,
90,91,BPS,Firm Trading,Firm Trading Setup,Product Setup,N,Configuration setup,,BPS-FTR-06,Account ranges setup on B1 ,Based on Name and Address update B1 Card - 576222 to support account numbers created for Firm Trading ,1,,Name and Address conversion AUX Table,This B1 activation will identify accounts eligible for Firm Trading System (BMG10)\n\nNote: Clients as a practice do not include Average Price accounts to FT due to delays in booking allocation trades to clients accounts.,Please refer to the helpful link for master list of B1's required for option 8 set up. The Main B1 Sections required for this set up are TRD3 and TRDN.,Conversion Team,B1CardlibUpdates@broadridge.com,Remedy,,,
91,92,BPS,Firm Trading,Firm Trading Setup,Product Setup,N,Configuration setup,,BPS-FTR-07,Pricing B1 setup,Update B1 576322 with Pricing Options,2,No,MSD initial B1 setup should be completed.,Determine pricing requirements from client and \nsetup the appropriate processing in the system.,The settings will determine what price will be assigned to a position in Firm Trading in order to determine BOOK costs and unrealised P&L.,Conversion Team,B1CardlibUpdates@broadridge.com,Remedy,,,
92,93,BPS,Firm Trading,Firm Trading Setup,Product Setup,N,Configuration setup,,BPS-FTR-08,Other B1 Review,Review the B1 description and setting options with the client.,5,No,,"Based on clients feedback on present state, review proposed B1 parameters with client for future state.\nCreate B1 member with client approved settings for uploading into QA.",Please refer to link of B1 options.  This needs to be completed with client.,Conversion Team and Client,"Client Finullce Lead, Conversion PMO's",,,,https://broadridge.sharepoint.com/:x:/r/sites/GTO-PMO/OnboardingAI/_layouts/15/Doc.aspx?sourcedoc=%7BA6E165F7-B076-4B44-A9CC-B19AC66197A6%7D&file=Trading%20Option%208%20B1%20Profile%20v%201.xlsx&action=default&mobileredirect=true
93,94,BPS,Firm Trading,Firm Trading Setup,Product Setup,N,System Overview,,BPS-FTR-09,User Guide Review,Provide overview with client of the Firm Trading application,3,No,Completion of Present State analysis,Provide client with Option 8 user guide.  The review needs to cover the following points:\n\n1. Calculation of P&L\n2. Calculation of unrealized P&L\n3. Tracking Accrued Interest\n4. Accretion Tracking for zero coupon instruments\n5. Reconciliation reports between BPS and BMG10\n6. Departmental reporting capabilities\n7. Month-end process\n8. Daily Booking System \n9. Daily Booking Table\n10. Income/Expense Types\n11. Security Codes for Booking table,,,,,,,https://broadridge.sharepoint.com/sites/GTO-PMO/OnboardingAI/Onboarding%20Setup%20Assist/Forms/AllItems.aspx?id=%2Fsites%2FGTO%2DPMO%2FOnboardingAI%2FOnboarding%20Setup%20Assist%2FFirm%20Trading%2FFT8%2DUser%2DGuide%2Epdf&parent=%2Fsites%2FGTO%2DPMO%2FOnboardingAI%2FOnboarding%20Setup%20Assist%2FFirm%20Trading
94,95,BPS,Firm Trading,Firm Trading Setup,Product Setup,N,System Overview,,BPS-FTR-10,Reports Guide Review,Provide overview with client of the Firm Trading available reports.,1,No,Completion of Present State analysis,Provide client with Reports User guide.,,,,,,,broadridge.sharepoint.com/sites/GTO-PMO/OnboardingAI/Onboarding Setup Assist/Forms/AllItems.aspx?id=%2Fsites%2FGTO-PMO%2FOnboardingAI%2FOnboarding Setup Assist%2FFirm Trading%2FFT8-Reports-Guide.pdf&parent=%2Fsites%2FGTO-PMO%2FOnboardingAI%2FOnboarding Setup Assist%2FFirm Trading
95,96,BPS,Firm Trading,Firm Trading Setup,Product Setup,Y,Configuration setup,,BPS-FTR-11,Create Daily Booking Table ,"Daily Booking Model - If B1 529504 is set to ""2"" Create Daily Booking on TD and SD basis",5,Yes,Name and Address conversion AUX Table,Based on clients requirements add inventory accounts and associated G/L accounts to the Daily Booking Table Spreadsheet.,Please refer to the link in the helpful links cell.  This will display the bookiing table with an explanation of the field requirements.,Conversion Team and Client,"Client Finullce Lead, Conversion PMO's",Email,,,https://broadridge.sharepoint.com/:x:/r/sites/GTO-PMO/OnboardingAI/_layouts/15/Doc.aspx?sourcedoc=%7BB36BDD03-C2D9-4801-9E6B-D4B272503892%7D&file=Firm%20Trading%20Booking%20Table%20Template.xlsx&action=default&mobileredirect=true&wdsle=0
96,97,BPS,Firm Trading,Firm Trading Setup,BPSA,N,Configuration setup,,BPS-FTR-12,Firm Trading BPSA Category Setup\n,Confirm in Contract that client has subscribed to BPSA table FBIFTR. ,5,No,,Conversion would submit a remedy request to add the FBIFTR table to BPSA environment.,FTR Option 8 users must subscribe to this table in order to create customized reports for trading desks.,Conversion Team\nBPSA Product Group,BPSA-Level2Support@broadridge.com,Remedy,,,
97,98,BPS,Firm Trading,Firm Trading Setup,Product Setup,N,Reports Setup,,BPS-FTR-13,TRAC reports setup,Identify all the list of data reports required for client and complete the TRAC setup ,2,No,Establish TRAC Headers and review the list of Firm Trading reports with client based on their requirement.,Conversion team will walk through the list of reports . Based on the client business need conversion team will setup required TRAC & update TRAC header. \nTo Do:\nCopy all the required reports from a existing client to a mainframe member.\nChange the client number in positions 21-23 and 78-80\nRun the offline edit job to create a offline edit report \nJob - T.HAPAVEM.JOBLIB(TRACEDIT)\nSend the clean edit report along with offline edit to B1/Cardlib team.\n\nPlease note - clients may want the option to create separate P&L reports by Trading Departments. (B1 545174) For example Equities Desk versus Fixed Income desks,"Top Firm Trading Reports that client's utilize\nPosition and Activity Reports:                                                                                                       FTR00  - Daily Inventory Long, \nFTR501 - Daily Inventory Long Enhanced\nFTRTDBR & FTRSDBR - Daily Booking Report\nBOOK - Book List Report\nFTR01  - Firm Trading Report\nFTR02 - Weekly Firm Trading Summary\nFTR77 - Firm Trading P&L Report Long\nFTR23 - Daily INventory Report Short\nFTR16 - Daily Summary Report\nFTR17 - Daily Departmental Summary\nFTRHIST - Daily Trade History Report\nFTRMRGR - Inventory Exception Report\nFTR11E - Pending Trade Report\nFTR11C - Balance/Reconcile Report\nFTR11E - Trial Balance Account Summary Totals\nFTR11A - TD B212 vs BMG10 Reconciliation\nFTR11 - SD B212vs BMG10 Reconciliation\nFTR11T - TD B212 vs FTR Qty Reconciliation\nFTR11S - SD B212 vs FTR Qty Reconciliation",Conversion Team\nB1 Cardlib team,B1CardlibUpdates@broadridge.com,Remedy,,,https://broadridge.sharepoint.com/sites/GTO-PMO/OnboardingAI/Onboarding%20Setup%20Assist/Forms/AllItems.aspx?id=%2Fsites%2FGTO%2DPMO%2FOnboardingAI%2FOnboarding%20Setup%20Assist%2FFirm%20Trading%2FFT8%2DReports%2DGuide%2Epdf&parent=%2Fsites%2FGTO%2DPMO%2FOnboardingAI%2FOnboarding%20Setup%20Assist%2FFirm%20Trading
